"","sex","age","race","juv_fel","juv_misd","juv_other","priors","charge","two_year_recid"
"1849",0,44,0,0,0,0,10,0,0
"1850",0,51,0,0,0,0,4,1,1
"1851",0,24,0,0,0,0,11,1,1
"1852",0,31,0,0,0,0,1,1,0
"1853",0,23,0,0,0,0,0,1,0
"1854",0,26,0,2,1,0,8,0,1
"1855",0,36,1,0,0,0,5,0,0
"1856",0,27,1,0,0,0,1,1,1
"1857",0,24,0,0,0,0,0,1,1
"1858",0,66,1,0,0,0,0,0,0
"1859",1,36,1,0,0,1,3,1,0
"1860",0,53,0,0,0,0,9,1,1
"1861",0,23,1,0,0,0,1,1,0
"1862",1,22,0,0,0,0,0,0,1
"1863",0,25,0,0,0,1,1,1,0
"1864",0,56,0,0,0,0,4,1,0
"1865",0,29,0,0,0,0,1,1,0
"1866",0,29,1,0,0,0,10,1,1
"1867",0,51,0,0,0,0,1,1,0
"1868",1,58,0,0,0,0,3,0,0
"1869",0,24,1,0,1,2,3,0,1
"1870",0,22,0,0,0,0,0,1,0
"1871",0,39,1,0,0,0,0,0,0
"1872",0,20,0,0,0,0,3,1,1
"1873",0,46,1,0,0,0,10,1,1
"1874",0,38,1,0,0,0,1,1,0
"1875",0,23,1,0,0,0,0,0,1
"1876",0,39,0,0,0,0,6,1,1
"1877",0,25,0,0,0,0,0,1,1
"1878",0,31,0,0,0,0,19,1,1
"1879",1,25,0,0,0,0,1,0,0
"1880",0,26,0,0,0,0,6,1,1
"1881",0,25,0,0,0,1,2,1,1
"1882",0,37,1,0,0,0,11,1,1
"1883",0,36,0,0,0,0,0,1,0
"1884",0,26,0,0,0,0,1,1,1
"1885",0,21,0,0,2,0,3,1,0
"1886",0,35,0,0,0,0,7,1,0
"1887",0,22,0,0,0,0,2,1,0
"1888",0,25,1,0,0,0,0,1,0
"1889",0,24,1,0,0,0,0,0,1
"1890",0,36,0,0,0,0,0,0,0
"1891",0,24,0,0,0,0,2,0,1
"1892",0,21,0,0,0,1,0,1,1
"1893",0,32,1,2,0,1,15,1,1
"1894",0,33,0,0,0,0,2,0,0
"1895",0,33,0,0,0,0,10,1,1
"1896",1,23,0,0,0,0,4,0,1
"1897",0,29,1,0,0,0,0,0,0
"1898",0,50,1,0,0,0,8,1,0
"1899",0,32,1,0,0,0,5,1,1
"1900",0,33,0,0,0,0,14,1,1
"1901",0,37,0,0,1,0,13,1,1
"1902",0,27,0,0,0,0,9,1,1
"1903",0,27,0,0,0,0,0,0,0
"1904",1,52,0,0,0,0,21,1,1
"1905",0,21,0,0,0,0,1,0,1
"1906",0,58,0,0,0,0,1,1,0
"1907",0,27,0,0,0,0,4,1,1
"1908",0,28,0,0,0,0,5,1,0
"1909",0,28,1,0,0,0,1,1,1
"1910",1,31,1,0,0,0,0,0,0
"1911",0,30,1,0,1,0,11,1,1
"1912",0,24,0,0,0,0,3,0,1
"1913",0,26,0,0,0,0,6,1,1
"1914",0,43,1,0,0,0,0,0,0
"1915",0,31,0,0,0,1,2,1,0
"1916",0,22,0,0,0,0,3,1,1
"1917",0,23,0,0,0,0,0,1,1
"1918",0,42,1,0,0,0,0,0,0
"1919",0,34,0,0,0,0,0,0,0
"1920",0,30,0,0,3,0,18,0,1
"1921",0,29,0,0,0,0,1,1,1
"1922",0,38,1,0,0,0,2,1,0
"1923",0,26,1,0,0,1,3,0,0
"1924",1,25,0,0,0,0,4,1,1
"1925",0,51,0,0,0,0,5,0,1
"1926",0,36,0,0,0,0,0,0,0
"1927",0,62,0,0,0,0,0,0,0
"1928",0,23,0,0,0,0,0,1,0
"1929",0,34,0,0,0,0,7,1,1
"1930",0,35,0,0,0,0,1,0,0
"1931",0,22,1,0,0,0,0,1,0
"1932",0,29,0,0,0,0,10,0,1
"1933",0,40,0,0,0,0,0,1,0
"1934",0,36,0,0,0,0,2,1,0
"1935",0,26,0,0,0,0,8,1,1
"1936",0,25,0,0,0,0,1,1,0
"1937",0,69,1,0,0,0,0,0,0
"1938",0,27,0,0,1,0,1,1,0
"1939",0,20,1,0,0,0,0,1,1
"1940",0,27,0,0,0,0,1,1,0
"1941",1,24,0,0,0,0,6,0,1
"1942",0,42,1,0,0,0,0,1,0
"1943",0,25,1,0,0,0,1,1,0
"1944",0,46,1,0,0,0,1,1,0
"1945",0,25,0,0,0,0,0,1,0
"1946",0,22,0,0,0,0,0,1,0
"1947",0,21,1,0,0,0,0,1,0
"1948",0,30,0,0,0,0,1,0,0
"1949",0,46,1,0,0,0,9,0,1
"1950",0,26,0,0,0,0,2,0,1
"1951",0,33,0,0,0,0,0,1,1
"1952",0,40,0,0,0,0,1,0,0
"1953",0,34,1,0,0,0,0,1,0
"1954",0,22,1,0,0,0,1,1,0
"1955",0,28,0,0,0,0,3,0,1
"1956",0,31,0,0,0,0,4,0,0
"1957",0,59,1,0,0,0,3,0,0
"1958",0,37,0,0,0,0,0,1,0
"1959",0,50,0,0,0,0,0,1,0
"1960",1,21,0,0,0,0,2,1,0
"1961",0,57,0,0,0,0,8,1,1
"1962",0,31,0,0,0,0,5,0,1
"1963",1,51,0,0,0,0,1,0,1
"1964",0,44,0,0,0,0,9,1,1
"1965",0,48,0,0,0,0,5,1,1
"1966",1,25,1,0,0,0,0,1,0
"1967",0,51,0,0,0,0,5,0,0
"1968",0,50,1,0,0,0,0,1,0
"1969",0,57,1,0,0,0,2,1,0
"1970",0,55,1,0,0,0,0,0,0
"1971",0,59,0,0,0,0,4,1,0
"1972",1,42,0,0,0,0,0,1,0
"1973",0,20,0,2,0,0,2,1,1
"1974",0,58,0,0,0,0,16,1,1
"1975",0,21,0,0,0,0,0,1,0
"1976",0,32,0,0,0,0,21,1,1
"1977",1,24,0,0,0,0,0,0,0
"1978",0,42,0,0,0,0,1,1,0
"1979",0,29,0,0,0,0,8,1,1
"1980",0,21,0,0,0,0,1,1,1
"1981",0,31,1,0,0,0,1,0,0
"1982",0,56,0,0,0,0,8,0,0
"1983",0,58,1,0,0,0,0,0,0
"1984",0,22,0,0,0,1,1,1,1
"1985",0,46,1,0,0,0,1,0,0
"1986",0,50,1,0,0,0,0,0,0
"1987",0,46,0,0,0,0,2,1,1
"1988",1,44,0,0,1,0,11,1,1
"1989",0,35,0,0,0,0,4,0,1
"1990",0,30,0,0,1,0,14,1,1
"1991",0,42,0,0,0,0,2,1,1
"1992",0,46,0,0,0,0,5,1,0
"1993",0,42,0,0,0,0,0,1,1
"1994",0,37,0,0,0,0,12,1,0
"1995",0,29,1,0,0,0,7,1,1
"1996",0,32,0,0,0,1,8,1,0
"1997",0,31,0,0,0,0,5,1,1
"1998",1,33,0,0,0,0,1,0,0
"1999",0,25,1,0,0,0,4,1,0
"2000",1,33,0,0,0,0,0,0,0
"2001",0,21,0,0,0,0,1,1,1
"2002",1,64,1,0,0,0,7,0,0
"2003",0,35,1,0,0,0,1,1,0
"2004",0,56,0,0,0,0,1,1,0
"2005",0,38,1,0,0,0,0,0,0
"2006",1,40,0,0,0,0,4,0,0
"2007",0,34,0,0,0,0,3,1,1
"2008",0,28,0,0,0,1,4,1,0
"2009",0,51,0,0,0,0,0,0,0
"2010",0,35,0,0,0,0,2,0,0
"2011",0,61,0,0,0,0,5,1,0
"2012",0,25,0,0,0,0,0,1,0
"2013",0,25,0,0,0,0,4,1,1
"2014",0,26,0,0,0,0,0,0,1
"2015",0,42,1,0,0,0,1,0,0
"2016",1,25,0,0,0,0,1,1,0
"2017",0,26,0,0,1,0,13,0,1
"2018",0,31,0,0,0,0,9,1,1
"2019",0,35,1,0,0,1,1,1,0
"2020",1,41,0,0,0,0,4,1,0
"2021",0,34,1,0,0,0,0,1,0
"2022",0,46,1,0,0,0,5,0,0
"2023",1,33,1,0,0,0,1,0,0
"2024",0,30,0,0,0,1,3,1,0
"2025",1,50,0,0,0,0,7,0,0
"2026",0,21,0,0,0,0,0,1,1
"2027",0,31,0,0,0,0,16,1,1
"2028",0,31,0,0,0,0,2,1,1
"2029",1,23,0,0,0,0,0,0,0
"2030",0,25,0,0,0,0,1,1,1
"2031",1,24,1,0,0,0,1,1,1
"2032",0,31,0,0,0,0,13,0,1
"2033",0,60,0,0,0,0,0,1,0
"2034",0,30,0,0,0,0,2,1,0
"2035",1,32,0,0,0,0,0,0,0
"2036",0,46,1,0,0,0,0,0,0
"2037",0,21,1,0,0,1,0,0,0
"2038",0,28,0,4,0,0,6,0,1
"2039",0,35,0,0,0,0,0,1,1
"2040",0,34,0,0,0,0,2,1,0
"2041",0,41,0,0,0,0,2,1,1
"2042",1,40,0,0,0,0,7,0,0
"2043",0,23,0,0,0,0,1,1,1
"2044",0,23,0,0,0,0,3,1,1
"2045",0,28,0,0,0,0,2,0,0
"2046",0,21,0,0,0,0,0,1,0
"2047",0,46,1,0,0,1,2,0,0
"2048",0,56,0,0,0,0,1,1,0
"2049",0,41,0,0,0,0,19,1,1
"2050",0,40,0,0,0,0,8,1,1
"2051",0,30,0,0,0,0,5,1,0
"2052",0,24,0,0,0,0,1,0,0
"2053",0,25,0,0,0,1,7,1,1
"2054",1,33,1,0,0,0,0,0,0
"2055",0,48,1,0,0,0,2,0,1
"2056",0,33,0,0,0,0,11,1,1
"2057",0,25,0,0,0,0,0,1,1
"2058",0,25,1,0,0,0,6,1,1
"2059",0,58,0,0,0,0,38,1,1
"2060",0,30,0,0,1,1,7,1,1
"2061",0,37,0,0,0,0,0,1,0
"2062",1,43,1,0,0,0,7,1,1
"2063",0,32,1,0,0,0,0,1,0
"2064",0,33,0,0,0,0,3,1,1
"2065",0,39,0,0,1,0,4,1,0
"2066",0,49,1,0,0,0,4,1,0
"2067",0,24,1,0,0,0,0,1,0
"2068",0,26,0,0,0,0,1,1,1
"2069",0,42,1,0,0,0,0,1,0
"2070",0,22,0,0,0,0,1,1,1
"2071",0,36,0,0,0,0,0,1,0
"2072",0,29,1,0,0,1,7,0,1
"2073",0,39,1,0,0,0,0,0,0
"2074",0,27,0,0,2,1,13,1,1
"2075",0,38,1,0,0,0,2,1,1
"2076",0,20,1,0,0,0,0,1,0
"2077",0,25,0,2,0,0,4,1,1
"2078",0,53,1,0,0,0,0,0,0
"2079",1,27,0,0,0,0,0,0,1
"2080",0,21,0,0,0,0,0,1,1
"2081",0,50,1,0,0,0,1,0,0
"2082",0,41,0,0,0,0,4,1,1
"2083",0,34,0,0,0,0,4,1,0
"2084",0,22,1,0,0,2,5,1,1
"2085",0,22,1,0,0,2,0,1,1
"2086",0,25,0,0,0,0,2,1,1
"2087",0,42,0,0,0,0,1,1,0
"2088",1,27,1,0,0,0,2,1,0
"2089",0,51,0,0,0,0,2,1,0
"2090",0,33,0,0,0,0,23,1,1
"2091",0,24,0,0,0,1,0,1,0
"2092",0,37,0,0,0,0,4,1,0
"2093",0,37,1,0,0,0,0,0,0
"2094",1,27,0,0,0,0,0,0,0
"2095",0,21,0,0,0,0,0,1,1
"2096",0,35,0,0,0,0,1,1,0
"2097",1,24,1,0,0,0,0,1,1
"2098",0,21,0,1,0,0,1,1,1
"2099",0,49,1,0,0,0,2,0,0
"2100",0,38,0,0,0,0,9,1,1
"2101",0,61,0,0,0,0,0,0,0
"2102",1,30,0,0,0,0,0,0,0
"2103",0,22,0,0,0,0,3,1,1
"2104",0,25,0,0,0,0,0,1,1
"2105",1,30,0,0,0,0,3,0,0
"2106",0,52,1,0,0,0,0,0,0
"2107",0,26,1,0,0,0,0,1,0
"2108",0,26,0,0,0,0,0,0,0
"2109",0,29,0,0,1,0,6,1,1
"2110",0,45,1,0,0,0,9,1,1
"2111",0,20,0,0,0,0,0,1,1
"2112",0,29,0,0,0,0,4,1,1
"2113",0,43,1,0,0,0,1,1,1
"2114",0,26,1,0,0,0,2,1,1
"2115",1,46,0,0,0,0,4,1,0
"2116",1,46,0,0,0,0,0,1,0
"2117",0,39,1,0,0,0,8,1,0
"2118",0,29,0,0,0,0,12,1,1
"2119",0,41,1,0,0,0,0,0,0
"2120",0,29,0,0,0,1,11,1,1
"2121",1,25,0,0,0,0,5,1,1
"2122",0,23,0,1,0,0,2,1,1
"2123",1,46,0,0,0,0,1,1,1
"2124",0,30,1,0,0,0,0,0,0
"2125",0,34,1,0,0,0,1,1,1
"2126",0,70,1,0,0,0,11,1,0
"2127",0,52,1,0,0,0,2,1,0
"2128",0,51,0,0,0,0,4,0,0
"2129",1,45,0,0,0,0,15,1,1
"2130",0,55,0,0,0,0,21,1,1
"2131",1,49,1,0,0,0,1,1,0
"2132",1,26,0,0,0,0,9,0,1
"2133",1,47,1,0,0,0,0,1,0
"2134",0,27,0,0,0,0,0,0,0
"2135",0,25,1,0,2,0,5,0,1
"2136",0,21,0,0,1,0,1,1,1
"2137",0,37,0,0,0,1,26,1,1
"2138",0,21,0,0,0,0,1,1,1
"2139",0,21,0,0,0,0,0,1,1
"2140",0,25,0,0,0,0,4,1,1
"2141",1,27,0,0,0,0,3,1,1
"2142",0,30,1,0,0,0,3,1,0
"2143",0,70,1,0,0,0,0,0,0
"2144",0,37,1,0,0,0,11,1,1
"2145",0,46,0,0,0,0,5,1,1
"2146",0,40,0,0,0,0,4,0,0
"2147",0,20,0,1,0,0,1,1,1
"2148",0,43,0,0,0,0,18,1,0
"2149",0,38,0,0,0,0,15,1,1
"2150",0,29,0,0,0,0,0,1,0
"2151",0,37,0,0,0,0,8,0,0
"2152",0,38,0,0,0,0,3,1,0
"2153",1,27,1,0,0,0,0,1,0
"2154",1,20,0,0,0,0,0,0,1
"2155",0,44,0,0,0,0,0,0,0
"2156",0,31,1,0,0,0,6,0,1
"2157",0,29,0,0,0,0,3,1,0
"2158",0,48,1,0,0,0,13,1,1
"2159",1,30,0,0,0,0,0,0,0
"2160",1,25,1,0,0,0,2,1,1
"2161",0,40,0,0,0,0,3,1,0
"2162",1,49,1,0,0,0,3,1,0
"2163",0,33,1,0,0,0,1,0,0
"2164",0,26,1,0,0,0,5,1,1
"2165",0,31,0,0,1,0,1,0,0
"2166",0,61,1,0,0,0,1,0,0
"2167",0,30,1,0,0,0,2,1,0
"2168",0,62,1,0,0,0,0,0,0
"2169",1,27,1,0,0,0,4,0,1
"2170",0,48,1,0,0,0,9,1,1
"2171",1,40,1,0,0,0,0,1,0
"2172",0,24,1,0,0,0,0,1,0
"2173",0,22,0,0,0,0,0,1,0
"2174",0,30,0,0,0,0,4,0,1
"2175",0,63,1,0,0,0,0,0,0
"2176",0,46,0,0,0,0,0,0,0
"2177",0,33,0,0,0,0,4,1,1
"2178",1,21,0,1,0,0,1,1,1
"2179",0,43,1,0,0,0,0,0,0
"2180",0,26,0,0,0,0,3,1,1
"2181",0,51,0,0,0,0,1,1,0
"2182",0,39,1,0,0,0,3,1,0
"2183",1,30,0,0,0,0,0,0,0
"2184",0,32,0,0,0,0,14,1,1
"2185",0,22,0,0,0,0,0,0,1
"2186",0,59,1,0,0,0,0,1,0
"2187",0,38,0,0,5,0,37,0,1
"2188",0,23,0,0,0,0,2,1,1
"2189",0,42,0,0,0,0,0,0,0
"2190",0,20,0,1,0,0,1,1,0
"2191",0,38,0,0,0,0,2,1,1
"2192",1,34,1,0,0,0,2,1,0
"2193",1,36,0,0,0,0,7,1,0
"2194",0,35,1,0,0,0,7,1,0
"2195",0,36,0,0,0,0,0,0,0
"2196",0,31,0,0,0,0,1,1,0
"2197",1,28,0,0,0,0,3,1,0
"2198",0,28,0,0,0,0,1,1,0
"2199",0,60,1,0,0,0,3,1,0
"2200",0,43,0,0,0,0,0,1,0
"2201",0,40,0,0,0,0,1,1,0
"2202",0,31,0,0,2,0,15,1,1
"2203",0,54,0,0,0,0,6,1,1
"2204",0,26,0,0,0,0,1,1,1
"2205",0,24,0,0,0,0,17,1,1
"2206",0,41,0,0,0,0,0,1,0
"2207",0,21,0,0,0,1,1,1,1
"2208",1,29,0,0,0,0,1,1,0
"2209",0,22,0,0,0,1,0,1,0
"2210",0,52,0,0,0,0,9,1,1
"2211",1,40,0,0,0,0,0,1,0
"2212",1,37,1,0,0,0,0,1,0
"2213",0,21,0,0,0,0,1,1,0
"2214",1,45,0,0,0,0,1,1,0
"2215",0,29,0,0,0,0,1,0,0
"2216",0,46,0,0,0,0,10,1,1
"2217",0,21,1,0,1,2,1,1,1
"2218",0,50,0,1,0,0,7,0,1
"2219",0,35,1,0,0,0,6,1,1
"2220",0,52,0,0,0,0,1,0,0
"2221",0,48,1,0,0,0,0,0,0
"2222",1,29,0,0,0,3,9,0,1
"2223",0,48,1,0,0,0,0,0,0
"2224",0,31,0,0,0,0,10,1,1
"2225",0,21,1,0,0,0,3,1,1
"2226",0,32,0,0,0,0,0,1,0
"2227",0,47,0,0,0,0,0,0,1
"2228",0,62,0,0,0,0,1,0,1
"2229",0,21,0,1,2,2,3,1,1
"2230",0,35,0,3,0,0,13,1,1
"2231",0,46,0,0,0,0,3,0,0
"2232",0,34,0,0,0,0,5,1,0
"2233",0,52,0,0,0,0,2,1,0
"2234",1,39,0,0,1,0,7,1,0
"2235",0,21,1,0,0,0,0,0,1
"2236",0,53,1,0,0,0,1,0,0
"2237",1,19,1,0,0,0,0,1,0
"2238",0,22,0,0,0,0,0,0,1
"2239",0,45,0,0,0,0,1,1,0
"2240",1,27,1,0,0,0,0,1,0
"2241",0,25,1,0,0,0,0,0,0
"2242",0,30,1,0,0,0,0,1,0
"2243",0,31,0,0,0,0,2,1,1
"2244",0,28,1,0,0,0,3,1,0
"2245",0,36,0,0,0,0,3,0,0
"2246",0,27,0,0,0,0,7,1,1
"2247",0,42,0,0,0,0,1,1,0
"2248",0,35,1,0,0,0,0,1,1
"2249",1,33,1,0,0,0,2,1,0
"2250",0,24,0,1,0,0,6,1,1
"2251",0,25,0,0,1,0,21,1,1
"2252",1,42,1,0,0,0,0,0,0
"2253",0,21,0,0,0,0,0,1,1
"2254",1,28,0,0,0,0,0,0,0
"2255",0,27,0,0,0,0,25,1,1
"2256",1,21,1,0,0,0,0,1,1
"2257",0,26,1,0,0,0,0,0,1
"2258",0,36,1,0,0,0,0,1,0
"2259",0,23,0,0,0,0,1,0,1
"2260",0,49,1,0,0,0,0,1,1
"2261",0,29,0,0,0,0,11,1,1
"2262",0,44,1,0,0,0,0,1,0
"2263",0,28,1,0,0,0,1,0,0
"2264",0,27,0,0,0,0,2,0,1
"2265",1,35,0,0,0,0,12,1,1
"2266",0,36,0,0,0,0,19,0,1
"2267",0,46,1,0,0,0,2,0,0
"2268",0,34,0,0,0,0,3,1,0
"2269",0,45,0,0,0,0,15,1,0
"2270",0,28,0,0,0,0,9,1,0
"2271",1,25,0,0,0,0,1,1,0
"2272",0,21,0,0,1,0,1,0,1
"2273",0,48,0,0,0,0,1,1,0
"2274",0,37,1,0,0,0,1,0,0
"2275",0,24,0,0,0,0,3,1,1
"2276",0,37,1,0,0,0,1,0,0
"2277",0,39,1,0,0,0,1,1,0
"2278",0,24,1,0,0,1,1,1,1
"2279",0,49,0,0,0,0,2,1,0
"2280",0,35,0,0,0,0,3,1,1
"2281",0,23,0,0,0,0,1,1,0
"2282",0,36,1,0,0,0,4,1,0
"2283",0,43,1,0,0,0,5,1,1
"2284",0,28,0,0,0,0,6,0,1
"2285",1,21,0,1,0,0,4,1,1
"2286",0,53,0,0,0,0,1,0,0
"2287",1,27,0,0,0,0,2,0,0
"2288",0,39,1,0,0,0,0,0,0
"2289",0,47,0,0,0,0,22,1,1
"2290",0,28,0,0,0,0,4,1,0
"2291",0,49,1,0,0,0,7,1,1
"2292",0,36,1,0,0,0,2,1,0
"2293",1,24,0,0,0,0,1,1,1
"2294",0,35,0,0,0,0,0,0,0
"2295",0,23,0,0,0,0,3,1,1
"2296",0,26,0,0,0,0,2,1,0
"2297",0,31,0,0,0,0,7,1,0
"2298",1,30,0,0,3,2,14,1,1
"2299",0,25,1,0,0,0,2,0,1
"2300",0,24,0,0,0,0,6,1,1
"2301",0,34,0,0,0,0,1,1,0
"2302",0,26,0,0,0,0,2,0,0
"2303",0,26,0,0,0,0,7,0,1
"2304",0,60,0,0,0,0,0,1,0
"2305",1,20,0,0,0,0,0,1,1
"2306",0,36,1,1,0,0,10,0,1
"2307",0,23,1,0,0,0,0,1,0
"2308",0,26,0,0,0,0,5,1,1
"2309",0,40,1,0,0,0,4,0,0
"2310",0,28,0,0,0,0,1,1,0
"2311",0,49,0,0,0,0,1,1,0
"2312",0,46,0,0,0,0,8,1,0
"2313",0,19,0,0,1,0,1,1,1
"2314",0,53,1,0,0,0,1,1,0
"2315",0,56,1,0,0,0,5,1,0
"2316",1,24,0,0,0,0,0,1,0
"2317",0,31,0,0,0,0,0,1,0
"2318",1,33,1,0,0,0,2,1,0
"2319",0,26,1,0,3,0,8,1,1
"2320",0,56,1,0,0,0,1,0,0
"2321",0,32,1,0,0,0,2,1,0
"2322",0,25,1,0,0,0,0,1,0
"2323",0,21,0,0,0,0,1,1,0
"2324",0,38,0,0,0,0,3,1,1
"2325",0,23,1,0,0,0,0,1,0
"2326",0,67,0,0,0,0,4,0,0
"2327",0,20,1,0,0,1,0,1,1
"2328",1,39,1,0,0,0,4,1,0
"2329",0,24,0,0,0,0,1,1,0
"2330",0,23,0,0,0,0,0,1,0
"2331",0,49,0,0,0,0,3,1,0
"2332",0,31,0,0,0,0,7,1,1
"2333",0,20,0,0,0,0,1,1,1
"2334",0,28,1,0,0,0,0,0,0
"2335",0,67,1,0,0,0,3,1,0
"2336",0,33,0,0,0,0,0,1,0
"2337",0,20,0,1,0,0,1,1,1
"2338",0,40,1,0,0,0,4,1,0
"2339",0,52,0,0,0,0,0,1,0
"2340",0,45,0,0,0,0,17,1,1
"2341",0,27,0,0,0,1,8,1,1
"2342",0,22,1,0,0,0,1,1,1
"2343",0,36,1,0,0,0,9,1,1
"2344",0,40,1,0,0,0,0,0,0
"2345",0,30,1,0,0,0,1,0,1
"2346",0,42,0,0,0,0,1,1,0
"2347",0,24,0,0,0,1,2,1,0
"2348",0,46,1,0,0,0,4,1,0
"2349",0,38,0,0,0,0,4,1,0
"2350",0,39,0,0,0,0,2,1,0
"2351",1,32,0,0,0,0,0,0,0
"2352",0,26,1,0,0,0,0,0,1
"2353",0,54,1,0,0,0,1,0,0
"2354",0,27,0,0,0,0,2,1,0
"2355",0,61,1,0,0,0,1,1,0
"2356",0,51,0,0,0,0,1,0,0
"2357",0,57,1,0,0,0,0,1,0
"2358",0,24,1,0,0,3,3,0,1
"2359",0,34,0,0,0,0,1,1,0
"2360",0,27,0,0,0,0,1,1,0
"2361",1,28,0,0,0,0,10,0,1
"2362",0,35,0,0,0,0,10,0,1
"2363",0,30,0,0,0,0,6,1,1
"2364",0,53,0,0,0,0,1,1,1
"2365",0,44,0,0,0,0,0,1,0
"2366",0,57,1,0,0,0,3,0,0
"2367",0,61,1,0,0,0,10,1,1
"2368",0,26,0,0,0,0,1,1,1
"2369",0,48,0,1,0,0,10,1,1
"2370",0,42,0,0,0,0,4,0,0
"2371",0,38,1,0,0,0,10,1,1
"2372",0,39,0,0,0,0,4,1,0
"2373",1,53,1,0,0,0,0,0,0
"2374",0,26,0,0,0,0,3,0,1
"2375",0,22,0,0,0,0,1,1,1
"2376",0,50,1,0,0,0,0,1,1
"2377",0,44,1,3,0,0,16,0,1
"2378",0,24,0,0,1,3,4,1,1
"2379",0,21,0,0,0,0,0,1,1
"2380",0,50,1,0,0,0,0,1,0
"2381",1,36,1,0,0,0,0,0,0
"2382",0,39,1,0,0,0,0,1,0
"2383",1,24,0,0,0,0,2,1,0
"2384",1,54,0,0,0,0,7,1,1
"2385",0,29,0,0,0,0,0,0,0
"2386",0,26,1,0,0,0,0,0,1
"2387",0,41,0,0,0,0,3,1,0
"2388",0,23,0,0,0,0,1,1,1
"2389",0,34,1,0,0,0,0,0,0
"2390",0,31,1,0,0,0,11,1,1
"2391",0,20,0,0,0,0,0,1,0
"2392",0,49,0,0,0,0,10,1,1
"2393",0,26,0,0,0,0,4,1,1
"2394",0,28,0,0,0,0,1,1,0
"2395",0,26,0,0,0,0,0,1,0
"2396",0,55,0,0,0,0,1,1,0
"2397",0,22,0,0,0,0,0,0,1
"2398",1,26,0,0,0,0,0,0,0
"2399",0,56,0,0,0,0,0,0,0
"2400",0,66,1,0,0,0,1,1,0
"2401",0,46,0,0,0,0,2,1,0
"2402",0,58,0,0,0,0,16,1,1
"2403",0,28,0,0,0,0,4,1,1
"2404",0,33,0,0,0,0,8,1,1
"2405",1,31,0,0,0,0,0,0,0
"2406",0,26,0,0,0,0,1,0,1
"2407",0,35,0,0,0,0,4,0,1
"2408",1,41,1,0,0,0,12,1,1
"2409",0,34,1,0,0,0,0,0,0
"2410",0,33,0,0,0,0,0,1,0
"2411",1,32,0,0,0,0,0,1,0
"2412",0,37,0,0,0,0,9,1,1
"2413",0,50,0,0,0,0,1,1,1
"2414",0,35,1,0,0,0,1,1,0
"2415",1,47,1,0,0,0,0,0,0
"2416",1,52,0,0,0,0,8,1,1
"2417",0,26,0,0,1,2,5,1,1
"2418",0,36,0,0,0,0,1,0,1
"2419",0,45,0,0,0,0,13,1,0
"2420",0,19,0,0,0,0,0,0,1
"2421",0,41,0,0,0,0,8,1,0
"2422",0,24,0,0,0,0,0,0,0
"2423",0,21,0,0,1,0,1,1,1
"2424",0,54,1,0,0,0,0,0,0
"2425",0,49,1,0,0,0,0,1,0
"2426",0,42,1,0,0,0,1,1,0
"2427",0,21,0,0,0,0,1,1,0
"2428",0,61,0,0,0,0,30,1,0
"2429",0,46,1,0,0,0,5,1,1
"2430",0,74,1,0,0,0,0,0,0
"2431",1,38,0,0,0,0,0,1,0
"2432",0,75,1,0,0,0,2,0,0
"2433",1,39,0,0,0,0,1,1,0
"2434",1,38,0,0,0,0,0,1,0
"2435",0,19,0,1,0,1,1,1,1
"2436",0,28,1,0,0,0,0,1,0
"2437",0,53,0,0,0,0,2,1,0
"2438",0,25,0,0,0,0,1,1,1
"2439",0,53,1,0,0,0,1,0,0
"2440",0,53,0,0,0,0,4,1,1
"2441",0,23,0,0,1,0,2,1,1
"2442",0,55,1,0,0,0,33,1,1
"2443",1,64,1,0,0,0,1,1,0
"2444",0,23,0,0,0,0,1,0,1
"2445",0,38,0,0,0,0,1,0,0
"2446",0,23,0,0,0,2,4,1,1
"2447",1,41,0,0,0,0,0,1,0
"2448",0,53,0,0,0,0,0,0,0
"2449",0,34,0,0,0,0,0,1,0
"2450",0,24,0,0,0,0,0,1,0
"2451",0,26,0,0,0,0,1,0,0
"2452",0,44,1,0,0,0,4,1,0
"2453",1,27,1,0,0,0,0,1,0
"2454",0,28,1,0,0,0,14,1,1
"2455",0,55,1,0,0,0,1,0,0
"2456",1,22,0,0,0,0,2,1,0
"2457",0,36,0,0,0,0,15,1,1
"2458",0,29,0,0,0,0,6,1,1
"2459",0,23,0,0,0,0,1,1,0
"2460",0,56,0,0,0,0,1,0,0
"2461",0,27,1,0,0,0,2,1,1
"2462",0,37,1,0,0,0,1,0,1
"2463",0,32,0,0,0,0,1,1,1
"2464",0,41,0,2,0,0,18,0,1
"2465",0,22,0,0,0,0,1,1,1
"2466",0,37,1,0,0,0,1,1,0
"2467",0,45,0,0,0,0,3,0,0
"2468",1,31,0,0,0,0,14,1,1
"2469",0,42,0,0,0,0,7,1,1
"2470",0,26,0,0,2,2,20,1,1
"2471",0,33,1,0,0,0,0,1,1
"2472",0,22,1,0,0,0,0,0,0
"2473",0,32,1,0,0,0,2,1,1
"2474",1,36,0,0,0,0,1,0,0
"2475",0,54,1,0,0,0,0,0,0
"2476",0,25,0,0,1,2,5,1,1
"2477",0,24,1,0,0,0,3,1,1
"2478",0,23,0,0,0,0,0,0,1
"2479",0,61,1,0,0,0,0,0,0
"2480",1,42,1,0,0,0,0,0,0
"2481",0,28,1,0,0,0,1,0,0
"2482",0,27,0,0,0,0,1,0,1
